Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2014;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2015;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2015;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2015;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2015;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2016;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2016;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2016;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2016;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2017;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2017;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2017;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2017;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2018;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2018;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2018;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2018;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2011;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;V. MARTIRI 28 MARZO, 35;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2011;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2012;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;V. MARTIRI 28 MARZO, 35;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2012;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2013;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;V. MARTIRI 28 MARZO, 35;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2013;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2014;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;V. MARTIRI 28 MARZO, 35;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2014;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2015;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;PIAZZALE GIORGIO MENGHINI, 8/9;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2015;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2016;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;PIAZZALE GIORGIO MENGHINI, 8/9;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2016;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO              ;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2017;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;PIAZZALE GIORGIO MENGHINI, 8/9;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2017;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2018;10;UMBRIA               ;901;100901;AZIENDA OSPEDALIERA DI PERUGIA;PIAZZALE GIORGIO MENGHINI, 8/9;54039;PERUGIA                                 ;PG;0;Azienda Ospedaliera
2018;10;UMBRIA               ;902;100902;AZIENDA OSPEDALIERA 'S. MARIA' - TERNI;VIA TRISTANO DI JOANNUCCIO;55032;TERNI                                   ;TR;0;Azienda Ospedaliera
2011;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;VIALE TRIESTE, 391;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2011;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2011;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2012;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;VIALE TRIESTE, 391;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2012;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2012;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2013;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2013;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2013;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2014;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2014;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2014;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2015;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2015;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2015;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2016;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2016;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2016;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2017;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2017;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;0;Azienda Ospedaliera
2017;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2018;11;MARCHE               ;901;110901;A.O. OSPEDALI RIUNITI MARCHE NORD;Piazzale Cinelli 4;41044;PESARO                                  ;PU;0;Azienda Ospedaliera
2018;11;MARCHE               ;905;110905;A.O.U.OSPEDALI RIUNITI - ANCONA;VIA CONCA 71;42002;ANCONA                                  ;AN;2.2;Azienda Ospedaliera integrata con l'Università
2018;11;MARCHE               ;921;110921;OSPEDALI INRCA MARCHE;VIA DELLA MONTAGNOLA, 81;42002;ANCONA                                  ;AN;3.1;IRCCS pubblico
2011;12;LAZIO                ;105;120912;INRCA;VIA CASSIA  1167;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2011;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;PIAZZA CARLO FORLANINI, 1;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2011;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2011;12;LAZIO                ;903;120903;AZ. COMPL. OSP. S.FILIPPO NERI;VIA MARTINOTTI N. 20;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2011;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2011;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2011;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2011;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2011;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2012;12;LAZIO                ;105;120912;INRCA;VIA CASSIA  1167;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2012;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;PIAZZA CARLO FORLANINI, 1;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2012;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2012;12;LAZIO                ;903;120903;AZ. COMPL. OSP. S.FILIPPO NERI;VIA MARTINOTTI N. 20;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2012;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2012;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2012;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2012;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2013;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;PIAZZA CARLO FORLANINI, 1;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2013;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2013;12;LAZIO                ;903;120903;AZ. COMPL. OSP. S.FILIPPO NERI;VIA MARTINOTTI N. 20;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2013;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2013;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2013;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2013;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2014;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;PIAZZA CARLO FORLANINI, 1;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2014;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2014;12;LAZIO                ;903;120903;AZ. COMPL. OSP. S.FILIPPO NERI;VIA MARTINOTTI N. 20;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2014;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2014;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2014;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2014;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2015;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;CIRCONVALLAZIONE GIANICOLENSE, 87;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2015;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2015;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2015;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2015;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2015;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2016;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;CIRCONVALLAZIONE GIANICOLENSE, 87;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2016;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2016;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2016;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2016;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2016;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2017;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;CIRCONVALLAZIONE GIANICOLENSE, 87;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2017;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2017;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2017;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2017;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2017;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2018;12;LAZIO                ;901;120901;AZ.OSP.SAN CAMILLO-FORLANINI;CIRCONVALLAZIONE GIANICOLENSE, 87;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2018;12;LAZIO                ;902;120902;AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA;VIA DELL`AMBA ARADAM 9;58091;ROMA                                    ;RM;0;Azienda Ospedaliera
2018;12;LAZIO                ;906;120906;POLICLINICO U. I;VIALE DEL POLICLINICO 155;58091;ROMA                                    ;RM;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;12;LAZIO                ;908;120908;ISTITUTI FISIOTERAPICI OSPITALIERI;VIA ELIO CHIANESI 53;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2018;12;LAZIO                ;918;120918;INMI 'L.SPALLANZANI' - IRCCS;VIA PORTUENSE,292;58091;ROMA                                    ;RM;3.1;IRCCS pubblico
2018;12;LAZIO                ;919;120919;AZIENDA OSPEDALIERA SANT`ANDREA;VIA DI GROTTAROSSA 1035 - 1039;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2018;12;LAZIO                ;920;120920;AZ. OSP. UNIV. POLICLINICO TOR VERGATA;VIALE OXFORD , 81;58091;ROMA                                    ;RM;2.2;Azienda Ospedaliera integrata con l'Università
2011;15;CAMPANIA             ;901;150901;AZIENDA OSPEDALIERA 'A. CARDARELLI';VIA A.CARDARELLI 9;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;902;150902;A.O.SANTOBONO-PAUSILIPON;VIA CROCE ROSSA 8;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;903;150903;A.zienda Ospedaliera dei Colli;Via L. Bianchi;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;904;150904;A.O.OO.RR.S.GIOVANNI DI DIO E RUGGI D`AR;S.LEONARDO                              ;65116;SALERNO                                 ;SA;2.2;Azienda Ospedaliera integrata con l'Università
2011;15;CAMPANIA             ;905;150905;AZIENDA OSPEDALIERA S.G. MOSCATI;C.daAMORETTA                            ;64008;AVELLINO                                ;AV;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;906;150906;AZIENDA OSPEDALE `G.RUMMO`;VIA DELL`ANGELO,1;62008;BENEVENTO                               ;BN;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;907;150907;A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA;VIA PALASCIANO             ;61022;CASERTA                                 ;CE;0;Azienda Ospedaliera
2011;15;CAMPANIA             ;908;150908;AZIENDA UNIVERSITARIA POLICLINICO;VIA COSTANTINOPOLI, 104;63049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2011;15;CAMPANIA             ;909;150909;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;VIA SERGIO PANSINI 5;63049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2011;15;CAMPANIA             ;910;150910;ISTITUTO NAZIONALE TUMORI DI NAPOLI;VIA MARIANO SEMMOLA                     ;63049;NAPOLI                                  ;NA;3.1;IRCCS pubblico
2012;15;CAMPANIA             ;901;150901;AZIENDA OSPEDALIERA 'A. CARDARELLI';VIA A.CARDARELLI 9;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;902;150902;A.O.SANTOBONO-PAUSILIPON;VIA CROCE ROSSA 8;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;903;150903;A.zienda Ospedaliera dei Colli;Via L. Bianchi;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;904;150904;A.O.OO.RR.S.GIOVANNI DI DIO E RUGGI D`AR;S.LEONARDO                              ;65116;SALERNO                                 ;SA;2.2;Azienda Ospedaliera integrata con l'Università
2012;15;CAMPANIA             ;905;150905;AZIENDA OSPEDALIERA S.G. MOSCATI;C.daAMORETTA                            ;64008;AVELLINO                                ;AV;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;906;150906;AZIENDA OSPEDALE `G.RUMMO`;VIA DELL`ANGELO,1;62008;BENEVENTO                               ;BN;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;907;150907;A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA;VIA PALASCIANO             ;61022;CASERTA                                 ;CE;0;Azienda Ospedaliera
2012;15;CAMPANIA             ;908;150908;AZIENDA UNIVERSITARIA POLICLINICO;VIA COSTANTINOPOLI, 104;63049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;15;CAMPANIA             ;909;150909;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;VIA SERGIO PANSINI 5;63049;NAPOLI                                  ;NA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;15;CAMPANIA             ;910;150910;ISTITUTO NAZIONALE TUMORI DI NAPOLI;VIA MARIANO SEMMOLA                     ;63049;NAPOLI                                  ;NA;3.1;IRCCS pubblico
2013;15;CAMPANIA             ;901;150901;AZIENDA OSPEDALIERA 'A. CARDARELLI';VIA A.CARDARELLI 9;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2013;15;CAMPANIA             ;902;150902;A.O.SANTOBONO-PAUSILIPON;VIA CROCE ROSSA 8;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2013;15;CAMPANIA             ;903;150903;A.zienda Ospedaliera dei Colli;Via L. Bianchi;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2013;15;CAMPANIA             ;904;150904;A.O.OO.RR.S.GIOVANNI DI DIO E RUGGI D`AR;S.LEONARDO                              ;65116;SALERNO                                 ;SA;2.2;Azienda Ospedaliera integrata con l'Università
2013;15;CAMPANIA             ;905;150905;AZIENDA OSPEDALIERA S.G. MOSCATI;C.daAMORETTA                            ;64008;AVELLINO                                ;AV;0;Azienda Ospedaliera
2013;15;CAMPANIA             ;906;150906;AZIENDA OSPEDALE `G.RUMMO`;VIA DELL`ANGELO,1;62008;BENEVENTO                               ;BN;0;Azienda Ospedaliera
2013;15;CAMPANIA             ;907;150907;A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA;VIA PALASCIANO             ;61022;CASERTA                                 ;CE;0;Azienda Ospedaliera
