Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT2032A","SI-POGGIBONSI","SPO.IT2032A_5_BETA_2011-09-02_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.617","ug/m3","95.89","1","Background","Urban","11.1419","43.4728","105.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT0945A","PO-FERRUCCI","SPO.IT0945A_5_BETA_1996-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","25.058","ug/m3","98.36","1","Traffic","Urban","11.1053","43.8747","62.0","Prato                                                                           ","IT502C1                                           ","194223","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0945A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT253A","ARPACAL","IT1938A","Città dei ragazzi","SPO.IT1938A_5_BETA_2009-03-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.561","ug/m3","94.25","1","Background","Urban","16.2452","39.3134","230.0","Cosenza                                                                         ","IT048C1                                           ","65623","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1938A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT274A","RETE DI RILEVAMENTO QA DELLA ZONA TRIESTINA","IT1090A","Via Carpineto","SPO.IT1090A_5_BETA_2001-10-02_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.340","ug/m3","88.25","1","Industrial","Suburban","13.7875","45.6231","50.0","Trieste                                                                         ","IT015C1                                           ","201613","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1090A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT248A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI TERAMO","IT1857A","TE - Porta Madonna","SPO.IT1857A_5_BETA_2007-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.239","ug/m3","61.92","1","Traffic","Urban","13.7094","42.6572","257.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1857A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1889A","Termini Imerese","SPO.IT1889A_5_BETA_2008-05-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.913","ug/m3","98.08","1","Background","Urban","13.6880","37.9779","101.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1889A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2114A","Semonte Alta","SPO.IT2114A_5_BETA_2013-02-06_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","12.979","ug/m3","96.44","1","Industrial","Suburban","12.5469","43.3675","623.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2114A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT2281A","AG - ASP","SPO.IT2281A_5_BETA_2017-02-23_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.724","ug/m3","87.12","1","Background","Suburban","13.6004","37.2993","265.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2281A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1847A","Oulx - Roma","SPO.IT1847A_5_gravi_2012-09-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.864","ug/m3","94.52","1","Traffic","Suburban","6.8359","45.0348","1077.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1847A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1911A","BADIA","SPO.IT1911A_5_BETA_2009-03-19_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.911","ug/m3","98.90","1","Background","Rural","10.2889","44.6575","202.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1911A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1994A","CENSG3","SPO.IT1994A_5_BETA_2010-06-09_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","37.293","ug/m3","91.78","1","Background","Urban","8.7942","39.5467","56.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1994A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1409A","PI-BORGHETTO","SPO.IT1409A_5_BETA_1998-03-12_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.863","ug/m3","98.08","1","Traffic","Urban","10.4106","43.7139","5.0","Pisa                                                                            ","IT041C1                                           ","90036","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1409A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT1860A","Piazza Vittoria","SPO.IT1860A_5_BETA_2012-06-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","15.725","ug/m3","98.90","1","Background","Urban","12.7372","42.7397","319.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1860A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT1112A","Porcia","SPO.IT1112A_5_BETA_2003-01-30_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.683","ug/m3","93.97","1","Background","Urban","12.6186","45.9578","29.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1112A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT2115A","Morsano","SPO.IT2115A_5_BETA_2013-10-04_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","27.929","ug/m3","97.82","1","Background","Suburban","12.9258","45.8569","0.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2115A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2100A","Magione","SPO.IT2100A_5_BETA_2013-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.577","ug/m3","96.16","1","Background","Suburban","12.2058","43.1331","242.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2100A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0892A","GIARDINI MARGHERITA","SPO.IT0892A_5_BETA_2007-09-26_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.194","ug/m3","96.16","1","Background","Urban","11.3550","44.4833","43.0","Bologna                                                                         ","IT009C1                                           ","395416","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0892A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT2287A","PA - Villa Trabia","SPO.IT2287A_5_BETA_2018-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.006","ug/m3","13.70","1","Background","Urban","13.3465","38.1307","","Palermo                                                                         ","IT005C1                                           ","647422","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2287A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2067A","Padule","SPO.IT2067A_5_BETA_2009-06-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.121","ug/m3","93.42","1","Industrial","Suburban","12.6186","43.3178","498.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2067A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2097A","CASTELLUCCIO","SPO.IT2097A_5_BETA_2012-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.971","ug/m3","93.97","1","Background","Rural","10.9261","44.1500","811.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2097A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2156A","TIMAVO","SPO.IT2156A_5_BETA_2014-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","32.152","ug/m3","98.90","1","Traffic","Urban","10.6228","44.7003","59.0","Reggio nell'Emilia                                                              ","IT505C1                                           ","171084","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2156A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1269A","CENSA2","SPO.IT1269A_5_BETA_2001-12-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.516","ug/m3","91.23","1","Industrial","Suburban","9.0167","39.0700","22.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1269A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2134A","Narni Scalo","SPO.IT2134A_5_BETA_2013-02-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.806","ug/m3","87.40","1","Background","Suburban","12.5219","42.5342","95.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2134A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1071A","PI-SANTA-CROCE-COOP","SPO.IT1071A_5_BETA_1997-11-11_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.216","ug/m3","97.81","1","Background","Suburban","10.7717","43.7131","16.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1071A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1278A","CENAS6","SPO.IT1278A_5_BETA_2005-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.669","ug/m3","96.16","1","Background","Suburban","8.9839","39.2383","14.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1278A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT1336A","VR - Borgo Milano","SPO.IT1336A_5_BETA_2003-10-15_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","32.799","ug/m3","95.62","1","Traffic","Urban","10.9639","45.4453","62.0","Verona                                                                          ","IT012C1                                           ","259087","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1336A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2064A","Ghigiano","SPO.IT2064A_5_BETA_2009-06-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.072","ug/m3","93.70","1","Industrial","Suburban","12.6117","43.2739","516.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2064A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT1773A","Genga -Parco Gola della Rossa","SPO.IT1773A_5_BETA_2006-10-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.546","ug/m3","92.32","1","Background","Rural","12.9522","43.4681","550.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1773A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT0460A","JESI","SPO.IT0460A_5_BETA_2003-11-10_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","27.296","ug/m3","94.98","1","Traffic","Urban","13.2450","43.5269","100.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0460A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1029A","DE AMICIS","SPO.IT1029A_5_BETA_2008-06-18_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.717","ug/m3","98.63","1","Traffic","Urban","11.7203","44.3556","42.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT2201A","Pordenone Centro 1","SPO.IT2201A_5_BETA_2014-07-18_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.480","ug/m3","97.81","1","Traffic","Urban","12.6560","45.9625","30.0","Pordenone                                                                       ","IT058C1                                           ","51733","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2201A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
